_raw,index,host,source,sourcetype
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:03.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-43",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:02.5, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-42",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:02.4, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-41",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:02.3, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-40",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:02.2, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-39",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:02.1, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-38",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:02.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-37",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:00.1, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-36",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=fe:00.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-35",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1e.0, id=0b:03.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-34",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:07.0, id=09:00.1, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-33",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:07.0, id=09:00.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-32",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=08:00.1, id=08:00.1, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-31",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=08:00.0, id=08:00.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-30",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=07:00.1, id=07:00.1, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-29",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=07:00.0, id=07:00.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-28",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=06:04.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-27",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=06:02.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-26",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=05:00.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-25",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=03:00.0, id=03:00.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-24",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:03.0, id=02:00.1, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-23",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:03.0, id=02:00.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-22",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:01.0, id=01:00.1, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-21",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:01.0, id=01:00.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-20",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1f.2, id=00:1f.2, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-19",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:1f.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-18",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:1e.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-17",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1d.7, id=00:1d.7, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-16",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1d.1, id=00:1d.1, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-15",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1d.0, id=00:1d.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-14",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1a.7, id=00:1a.7, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-13",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1a.1, id=00:1a.1, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-12",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",dependentDevice=00:1a.0, id=00:1a.0, passthruActive=False, passthruCapable=True, passthruEnabled=False,subpath=config/pciPassthruInfo-11",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:14.2, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-10",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:14.1, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-9",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:14.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-8",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:09.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-7",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:07.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-6",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:06.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-5",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:05.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-4",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:04.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-3",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:03.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-2",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:01.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-1",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:37:18 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",id=00:00.0, passthruActive=False, passthruCapable=False, passthruEnabled=False,subpath=config/pciPassthruInfo-0",vmware,VCENTER41,HostPciPassthruInfo,vmware:inv
"2012-05-31 03:49:00 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",adapter=key-vim.host.InternetScsiHba-vmhba34, key=key-vim.host.PlugStoreTopology.Adapter-vmhba34, path=""[key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a2d4e48;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a414d44;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a423451;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a42584e;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a433878;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a44654f;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a452d2d;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f67436a456a62;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6743696d7739;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6743696e5369;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6743696e7935;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6743696f4b38;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6743696f7037;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a674369714449;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a674369716664;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a674369746575;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6a43785a526d;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6a43785a5764;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6958332f4637;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574419639,t,2000-naa.60a9800064724939504a6958334c526b;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f69386c343961;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f687366767378;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f687366767a46;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f687366773372;key-vim.host.PlugStoreTopology.Path-iqn.1998-01.com.vmware:ESXi4104-5f9a057e-00023d000001,iqn.1992-08.com.netapp:sn.1574383237,t,2000-naa.60a980006471682f4f6f687366786865]"",subpath=config/storageDevice/plugStoreTopology/adapter-4",vmware,VCENTER41,HostPlugStoreTopologyAdapter,vmware:inv
"2012-05-31 03:49:00 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",adapter=key-vim.host.BlockHba-vmhba33, key=key-vim.host.PlugStoreTopology.Adapter-vmhba33,subpath=config/storageDevice/plugStoreTopology/adapter-3",vmware,VCENTER41,HostPlugStoreTopologyAdapter,vmware:inv
"2012-05-31 03:49:00 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",adapter=key-vim.host.ParallelScsiHba-vmhba2, key=key-vim.host.PlugStoreTopology.Adapter-vmhba2,subpath=config/storageDevice/plugStoreTopology/adapter-2",vmware,VCENTER41,HostPlugStoreTopologyAdapter,vmware:inv
"2012-05-31 03:49:00 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",adapter=key-vim.host.BlockHba-vmhba1, key=key-vim.host.PlugStoreTopology.Adapter-vmhba1, path=[key-vim.host.PlugStoreTopology.Path-sas.5782bcb005a4e800-sas.500000e116f4aa72-naa.500000e116f4aa70],subpath=config/storageDevice/plugStoreTopology/adapter-1",vmware,VCENTER41,HostPlugStoreTopologyAdapter,vmware:inv
"2012-05-31 03:49:00 UTC,fa=splunkvmwarefa,vc=VCENTER41,MOR=host-20,moname=""esxi4104.splunk.com"",meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:host-20"",adapter=key-vim.host.BlockHba-vmhba0, key=key-vim.host.PlugStoreTopology.Adapter-vmhba0, path=[key-vim.host.PlugStoreTopology.Path-sata.vmhba0-sata.0:0-mpx.vmhba0:C0:T0:L0],subpath=config/storageDevice/plugStoreTopology/adapter-0",vmware,VCENTER41,HostPlugStoreTopologyAdapter,vmware:inv
